(657,1)
(519,1)
(105,27)
(106,29)
(658,1)
(107,14)
(2315,1)
(245,1)
(659,1)
(4109,1)
(246,2)
(2178,1)
(108,19)
(522,1)
(661,1)
(799,2)
(385,1)
(247,1)
(523,1)
(109,31)
(386,1)
(800,2)
(524,1)
(110,22)
(248,2)
(662,1)
(663,1)
(801,1)
(111,29)
(525,1)
(388,1)
(112,15)
(250,3)
(113,17)
(251,2)
(2459,1)
(1493,1)
(804,1)
(252,5)
(114,22)
(115,17)
(253,2)
(667,1)
(254,1)
(116,16)
(392,1)
(1910,1)
(1635,1)
(117,18)
(255,2)
(394,1)
(118,25)
(256,1)
(670,1)
(119,12)
(395,1)
(257,1)
(671,1)
(120,13)
(672,1)
(258,1)
(810,1)
(534,2)
(121,10)
(259,4)
(811,1)
(122,17)
(4814,1)
(260,3)
(812,2)
(536,1)
(123,15)
(675,1)
(814,3)
(538,1)
(262,2)
(124,8)
(400,1)
(2333,1)
(539,2)
(815,1)
(125,13)
(263,2)
(677,5)
(540,1)
(126,12)
(264,1)
(402,2)
(817,1)
(403,1)
(265,1)
(127,5)
(541,1)
(128,12)
(266,3)
(542,1)
(543,2)
(405,1)
(129,15)
(130,13)
(682,2)
(406,1)
(268,5)
(131,14)
(683,1)
(959,1)
(269,1)
(270,2)
(132,16)
(409,1)
(823,1)
(133,10)
(547,1)
(271,2)
(134,9)
(410,3)
(548,1)
(686,1)
(687,1)
(273,2)
(135,7)
(688,1)
(136,6)
(413,2)
(137,9)
